instance,k,model,runtime,lb,ub,bb-nodes,simplex-iter,num-vars,num-constrs
sar-size9-roh90p,10,ER-S,18000.01,2003.98,2188.39,482.0,5873160.0,3321,259284
sar-size9-roh90p,10,D-Flow,18000.01,52.31,2563.98,533280.0,128789829.0,7740,39883
sar-size9-roh90p,10,D-Tree,18000.03,1127.31,2913.75,163596.0,15365309.0,3609,256330
sar-size9-roh90p,3,ER-S,18000.01,10211.92,60780.37,25.0,4027868.0,3321,259284
sar-size9-roh90p,3,D-Flow,18000.13,4502.3,11197.4,10437.0,28532241.0,4590,12023
sar-size9-roh90p,3,D-Tree,18000.0,1457.4,1e+100,89340.0,22708737.0,3609,256330
sar-size9-roh90p,4,ER-S,18000.01,6786.19,9518.38,105.0,4352392.0,3321,259284
sar-size9-roh90p,4,D-Flow,18000.0,1628.75,8153.97,58116.0,66268004.0,5040,16003
sar-size9-roh90p,4,D-Tree,18000.0,1338.0,1e+100,133242.0,18400782.0,3609,256330
sar-size9-roh90p,5,ER-S,18000.01,5043.04,42110.65,163.0,4698163.0,3321,259284
sar-size9-roh90p,5,D-Flow,18000.0,817.84,6179.81,62593.0,55846337.0,5490,19983
sar-size9-roh90p,5,D-Tree,18000.0,1290.64,1e+100,161257.0,19318736.0,3609,256330
sar-size9-roh90p,6,ER-S,18000.12,3984.28,5190.79,191.0,4804611.0,3321,259284
sar-size9-roh90p,6,D-Flow,18000.01,464.67,5034.68,78073.0,60071814.0,5940,23963
sar-size9-roh90p,6,D-Tree,18000.0,1224.86,1e+100,179113.0,19453169.0,3609,256330
sar-size9-roh90p,7,ER-S,18000.01,3290.45,4823.05,245.0,5024992.0,3321,259284
sar-size9-roh90p,7,D-Flow,18000.01,186.56,4254.35,215556.0,88846762.0,6390,27943
sar-size9-roh90p,7,D-Tree,18000.03,1258.62,5320.46,129814.0,15944462.0,3609,256330
sar-size9-roh90p,8,ER-S,18000.01,2746.9,3527.88,361.0,5656181.0,3321,259284
sar-size9-roh90p,8,D-Flow,18000.01,87.05,3327.22,248885.0,107664055.0,6840,31923
sar-size9-roh90p,8,D-Tree,18000.01,1220.81,4257.36,130849.0,15133049.0,3609,256330
sar-size9-roh90p,9,ER-S,18000.01,2334.24,2949.3,403.0,5922387.0,3321,259284
sar-size9-roh90p,9,D-Flow,18000.01,69.66,2809.89,424187.0,128488188.0,7290,35903
sar-size9-roh90p,9,D-Tree,18000.01,1167.44,3072.89,147435.0,15509228.0,3609,256330
